image_id	image_url	annotation	event
sandyA_fake_12	https://pbs.twimg.com/media/A6aRw4yCIAI5I8l.jpg:large	fake	sandy
sandyA_fake_13	https://pbs.twimg.com/media/A6XmTviCIAA2tin.jpg	fake	sandy
sandyA_fake_14	https://pbs.twimg.com/media/A6XcccTCAAArdkR.jpg	fake	sandy	
sandyA_fake_15	http://distilleryimage1.ak.instagram.com/7b8cfcae21f611e28dfe22000a9e288f_6.jpg	fake	sandy
sandyA_fake_16	http://img.gawkerassets.com/img/186tey388fnfajpg/ku-bigpic.jpg	fake	sandy
sandyA_fake_17	http://www.viet.rfi.fr/sites/viet.filesrfi/dynimagecache/60/0/868/648/344/257/sites/images.rfi.fr/files/aef_image/sandy%20578950_4347119788750_1434146775_n.jpg	fake	sandy
sandyA_fake_18	http://l3.yimg.com/bt/api/res/1.2/pjJ4K7fZe035THf3gPpisQ--/YXBwaWQ9eW5ld3M7cT04NTt3PTYzMA--/http://media.zenfs.com/en/blogs/trending-now/mcdonalds.jpg	fake	sandy
sandyA_fake_19	http://l3.yimg.com/bt/api/res/1.2/m5tj_pw4FbU3negxSb54VA--/YXBwaWQ9eW5ld3M7cT04NTt3PTYzMA--/http://media.zenfs.com/en/blogs/trending-now/washington_bridge.jpg	fake	sandy
sandyA_fake_20	http://l2.yimg.com/bt/api/res/1.2/nabnuM44UYtLneCCrvWyDA--/YXBwaWQ9eW5ld3M7Zmk9aW5zZXQ7aD02MTI7cT04NTt3PTQ1Nw--/http://media.zenfs.com/en_us/News/ap_webfeeds/9ec806be51da1f11130f6a706700d22e.jpg	fake	sandy
sandyA_fake_21	http://now24.gr/wp-content/uploads/2011/12/skulos4.jpg	fake	sandy
sandyA_fake_22	https://igcdn-photos-f-a.akamaihd.net/hphotos-ak-xap1/t51.2885-15/11190814_364061213801765_930940349_n.jpg	fake	sandy
sandyA_fake_23	http://distilleryimage8.ak.instagram.com/f4b77d4c242c11e2b93522000a1fc2df_6.jpg	fake	sandy
sandyA_fake_24	https://igcdn-photos-f-a.akamaihd.net/hphotos-ak-xfa1/t51.2885-15/11195848_675812889230805_2010349495_n.jpg	fake	sandy
sandyA_fake_25	http://distilleryimage2.ak.instagram.com/13a4baf8238811e2a95722000a9f09e9_6.jpg	fake	sandy
sandyA_fake_26	http://distilleryimage8.ak.instagram.com/1206d16c231611e2bed91231381f2878_6.jpg	fake	sandy
sandyA_fake_27	http://distilleryimage9.ak.instagram.com/659bd0b422e111e294a422000a1f9874_6.jpg	fake	sandy
sandyA_fake_28	http://distilleryimage8.ak.instagram.com/198d740022f711e284b222000a1fbcf6_6.jpg	fake	sandy
sandyA_fake_29	https://igcdn-photos-g-a.akamaihd.net/hphotos-ak-xfa1/t51.2885-15/11282654_1655489208019294_1355212595_n.jpg	fake	sandy
sandyA_fake_30	http://distilleryimage5.ak.instagram.com/2fd9c33e230211e2807c22000a1fba57_6.jpg	fake	sandy
sandyA_fake_31	http://distilleryimage5.ak.instagram.com/27d140b621ec11e2873222000a1f9e77_6.jpg	fake	sandy
sandyA_fake_32	https://dn3pm25xmtlyu.cloudfront.net/photos/large/679456737.jpg?1351525431&Expires=1432482108&Signature=LCdkGWmdz4Jss0wZZnXtqGm9Gv0Zmt5U~069ZCaQQr4omhmO92ncqc92i4jYzITuZMXtRbZz8fe1ucdEqKFugD6XyDwSqG2wXkfmJ~~XtlIjgMsJdf4iuXTDH-Sl2LOmfoa6bKv4bJ2InWJiDihtKuzYQKfdbHk2SPQZxTbBlR0_&Key-Pair-Id=APKAIYVGSUJFNRFZBBTA	fake	sandy
sandyA_fake_33	http://distilleryimage8.ak.instagram.com/f7a44af223d811e2827612313814176c_6.jpg	fake	sandy
sandyA_fake_34	http://distilleryimage10.ak.instagram.com/c25c7a9021ee11e299a722000a9d0ee0_6.jpg	fake	sandy
sandyA_fake_35	http://distilleryimage8.ak.instagram.com/d3ec68fa22d511e2854522000a1f9e45_6.jpg	fake	sandy
sandyA_fake_36	http://maisonneuve.org/static/uploads/fake-hurricane-sandy-photo-cat.jpeg	fake	sandy
sandyA_fake_37	http://i.imgur.com/iw7xq.jpg	fake	sandy
sandyA_fake_38	http://distilleryimage10.ak.instagram.com/5960438c222011e284fa22000a1f9c87_6.jpg	fake	sandy
sandyA_fake_39	http://media.theweek.com/img/generic/FakeSandy9.jpg	fake	sandy
sandyA_fake_40	http://distilleryimage5.ak.instagram.com/3b7bc36e22e311e2a24f12313820439c_6.jpg	fake	sandy
sandyA_fake_41	https://igcdn-photos-c-a.akamaihd.net/hphotos-ak-xaf1/t51.2885-15/11208405_1573375959592834_975723196_n.jpg	fake	sandy
sandyA_fake_42	http://distilleryimage5.ak.instagram.com/1929d1fe23a911e294a422000a1f9874_6.jpg	fake	sandy
sandyA_fake_43	http://distilleryimage10.ak.instagram.com/2ba4f532230111e2a3461231381403d8_6.jpg	fake	sandy
sandyA_fake_44	http://distilleryimage5.ak.instagram.com/3492eb9a23fb11e28a0c22000a9d0ded_6.jpg	fake	sandy
sandyA_fake_45	http://distilleryimage3.ak.instagram.com/8e452fd8245811e2bb3e22000a1fb8a8_6.jpg	fake	sandy
sandyA_fake_46	http://distilleryimage11.ak.instagram.com/11d08d10238d11e284b222000a1fbcf6_6.jpg	fake	sandy
sandyA_fake_47	http://distilleryimage0.ak.instagram.com/ac67e1c422a311e29c2d22000a1fb70e_6.jpg	fake	sandy
sandyA_fake_48	http://distilleryimage5.ak.instagram.com/7baf5a84222c11e28e5d22000a1f979a_6.jpg	fake	sandy
sandyA_fake_49	http://distilleryimage4.ak.instagram.com/867c17a821dd11e29e6f22000a9e2992_6.jpg	fake	sandy
sandyB_real_01	https://pbs.twimg.com/media/A6f-tstCIAA3nz0.jpg	real	sandy
sandyB_real_02	https://pbs.twimg.com/media/A6X4rlvCcAAQaAY.jpg	real	sandy
sandyB_real_04	https://pbs.twimg.com/media/A6bld3YCYAAkLil.jpg	real	sandy
sandyB_real_07	https://pbs.twimg.com/media/A6dw8M2CMAEr4P9.jpg	real	sandy
sandyB_real_08	https://pbs.twimg.com/media/A6U6YU3CcAApgFH.jpg	real	sandy
sandyB_real_09	https://pbs.twimg.com/media/A6prn6fCAAAH33k.png	real	sandy
sandyB_real_10	https://pbs.twimg.com/media/A6oq67xCIAArDcb.png	real	sandy
sandyB_real_11	https://pbs.twimg.com/media/A6UlITlCYAAQEZH.jpg	real	sandy
sandyB_real_12	https://pbs.twimg.com/media/A6dQoxlCUAEZUfB.jpg	real	sandy
sandyB_real_13	https://pbs.twimg.com/media/A6WcmkLCMAAw7l-.jpg	real	sandy
sandyB_real_14	https://pbs.twimg.com/media/A6aeFLcCMAAmoNO.jpg	real	sandy
sandyB_real_16	https://pbs.twimg.com/media/A6a5LF9CQAALKZC.jpg	real	sandy
sandyB_real_17	https://pbs.twimg.com/media/A6awMxBCIAAWEB5.jpg	real	sandy
sandyB_real_18	https://pbs.twimg.com/media/A6ZUu2pCEAAvmb6.jpg	real	sandy
sandyB_real_19	https://pbs.twimg.com/media/A6SwpAMCAAA5Oym.jpg	real	sandy
sandyB_real_20	https://pbs.twimg.com/media/A63UPSmCMAEtSOY.jpg	real	sandy
sandyB_real_21	https://pbs.twimg.com/media/A6dKCPHCUAEIy7l.jpg	real	sandy
sandyB_real_22	https://pbs.twimg.com/media/A6iCgRmCcAA3_p9.jpg	real	sandy
sandyB_real_23	https://pbs.twimg.com/media/A6fDvgGCcAAU4xz.jpg	real	sandy
sandyB_real_24	https://pbs.twimg.com/media/A6b4zk8CMAAk_zc.jpg	real	sandy
sandyB_real_25	https://pbs.twimg.com/media/A6djl2OCYAEeGk8.jpg	real	sandy
sandyB_real_26	https://pbs.twimg.com/media/A6aa1iFCEAMe5Vm.jpg	real	sandy
sandyB_real_27	https://pbs.twimg.com/media/A6aNtZ2CUAAepb2.jpg	real	sandy
sandyB_real_28	https://pbs.twimg.com/media/A6apSOvCcAEI3n0.jpg	real	sandy
sandyB_real_29	https://pbs.twimg.com/media/A6YCuRDCAAAALMS.jpg	real	sandy
sandyB_real_31	https://pbs.twimg.com/media/A6YEyihCIAMYXDv.jpg	real	sandy
sandyB_real_33	https://pbs.twimg.com/media/A6ZIHvuCUAExd6q.jpg	real	sandy
sandyB_real_34	https://pbs.twimg.com/media/A6YQdrkCIAAmExn.jpg	real	sandy
sandyB_real_35	https://pbs.twimg.com/media/A6bJg-gCEAAXDF8.jpg	real	sandy
sandyB_real_36	https://pbs.twimg.com/media/A6YgPDxCUAEE426.jpg	real	sandy
sandyB_real_37	https://pbs.twimg.com/media/A6TXy6jCUAAD_lb.jpg	real	sandy
sandyB_real_38	https://pbs.twimg.com/media/A6fUA4aCEAAOQ3g.jpg	real	sandy
sandyB_real_39	https://pbs.twimg.com/media/A6VtMrrCcAALnJ6.jpg	real	sandy
sandyB_real_41	https://pbs.twimg.com/media/A63BQX0CQAEcmRj.jpg	real	sandy
