post_id, num_friends, num_followers, folfriend_ratio, times_listed, has_url, is_verified, num_posts
665345769629708288,360,151,0.41944444,1,true,false,2048
665292183927455745,2028,1741,0.8584813,76,true,false,14025
665291933678493696,272,267,0.9816176,16,true,false,50384
665291459332042752,3550,6450,1.8169014,90,true,false,48580
665291435340492800,58,352,6.0689654,64,true,false,33216
665291409407148032,721,2176,3.0180304,178,true,false,291459
665291250619326465,111,656,5.9099097,19,true,false,10578
665290706211205120,1362,107454,78.89427,2690,true,false,42164
665294181049483266,1335,1043,0.7812734,41,true,false,4747
665293916695085061,382,104,0.2722513,1,true,false,71
665293707835547649,1912,15562,8.139121,336,true,false,20152
665293503426125826,1107,1166,1.0532972,20,true,false,11249
665293405585543169,1336,1438,1.0763474,16,true,false,27177
665292299287535617,142,131,0.92253524,23,true,false,1106
665297317206081536,512,425,0.8300781,65,true,false,37329
665303302767304704,4690,8412,1.7936034,446,true,false,40204
665292171688452097,109,342,3.1376147,6,true,false,41588
665287110346297344,497,398,0.80080485,18,true,false,10675
665281896457334785,227,825,3.6343613,6,true,false,692
665292151937302528,1896,542,0.28586498,16,true,false,6094
665291076111106048,1993,1250,0.6271952,372,true,false,324674
665290734480814080,59,1964,33.288136,189,true,false,365974
665290127925780480,745,1092,1.4657718,27,true,false,43356
665289898048495616,8055,7875,0.9776536,151,true,false,211324
665289786912022528,1966,688,0.34994912,265,true,false,241367
665289588760539136,71,172,2.4225352,185,true,false,86537
665289378361679873,0,215,0.0,101,true,false,98669
665287790863761409,171,2385,13.947369,409,true,false,220348
665287789613830148,197,482,2.4467006,226,true,false,182007
665287666729132032,0,3,0.0,4,true,false,1449
665287647225581568,1164,615,0.52835053,137,true,false,111012
665287404618649600,535,1464132,2736.6953,16214,true,true,143887
665292159940071424,312,151,0.48397437,5,true,false,7236
665291848370360320,207,30631,147.97585,760,true,false,5591867
665291575350685696,197,482,2.4467006,226,true,false,181962
665291528961589248,781,1436,1.8386683,96,true,false,94106
665291379669602304,265,154,0.58113205,8,true,false,13715
665291254398365697,623,962,1.5441413,296,true,false,387205
665291177621643264,81,435,5.3703704,220,true,false,242965
665290685768204290,2906,2636,0.90708876,73,true,false,53780
665289670784364544,0,86,0.0,54,true,false,70529
665289590413123585,71,172,2.4225352,185,true,false,86537
665289575363907584,2874,283,0.098469034,42,true,false,37323
665289559790501892,914,1060,1.1597375,8,true,false,8930
665289534087831553,2354,456,0.19371283,71,true,false,59160
665289239781908480,882,2593,2.9399092,1570,true,false,182532
665289191669039104,21,374,17.809525,79,true,false,20734
665289139961634820,326,1964,6.02454,1,true,false,10737
665288750667296768,148,1061,7.168919,7,true,false,841
665288382235414529,1039,9778249,9411.212,97405,true,true,131798
665292486449963009,797,3026,3.7967377,165,true,false,284504
665299915065573376,990,550,0.5555556,90,true,false,23674
665291055118606339,215,64,0.29767442,0,true,false,455
665289201945026560,138,41,0.29710144,0,true,false,182
665287014007201792,2036,616,0.30255404,39,true,false,953930
665286132171718656,8055,7877,0.97790194,151,true,false,211366
665286021769265152,461,115,0.2494577,40,true,false,8981
665285983244562432,1966,688,0.34994912,265,true,false,241398
665285815170412545,71,174,2.4507043,185,true,false,86554
665285630658768896,0,215,0.0,101,true,false,98713
665285257642565632,1876,1951,1.0399786,15,true,false,2729
665284542454853632,207,30633,147.9855,760,true,false,5592232
665284214321975296,1924,2852,1.4823285,11,true,false,16260
665284054829412352,197,481,2.4416244,226,true,false,182036
665284020666781696,2947,594,0.20156091,124,true,false,36329
665283943965532160,1164,615,0.52835053,137,true,false,111036
665283861165813760,171,2385,13.947369,410,true,false,220481
665282625003765760,1203,316,0.26267666,0,true,false,970
665282394560311297,535,1464666,2737.6934,16212,true,true,143892
665282129333456896,1912,858,0.44874477,42,true,false,5798
665281959162195968,50,56,1.12,1,true,false,7910
665281686872158208,1865,557130,298.72922,4222,true,true,152175
665292174490075136,381,443,1.1627296,9,true,false,29161
665292057431433216,0,320,0.0,176,true,false,56163
665291304683835392,19,120,6.3157897,49,true,false,23432
665291205723467776,81,435,5.3703704,220,true,false,242965
665290226223480832,1982,1225,0.61806256,55,true,false,32639
665289648684580865,0,100,0.0,74,true,false,84068
665289412645777408,945,4880533,5164.585,40394,true,true,117003
665293073769975808,241,4934,20.473028,37,true,false,11426
665292680398807041,65,62,0.95384616,43,true,false,2357
665292187819634689,1961,485,0.2473228,18,true,false,2019
665292180811042816,406,203,0.5,2,true,false,4355
665292172628000768,613,78,0.12724307,1,true,false,629
665292171155738624,1041,338,0.3246878,10,true,false,6152
665292073692758016,828,414,0.5,2,true,false,33148
665292042252193792,705,312,0.4425532,14,true,false,31025
665292000044949506,1050,214,0.20380953,3,true,false,495
665291526440898560,62,56563,912.30646,314,true,false,3239
665291268734500864,841,609,0.7241379,6,true,false,1564
665291218448986115,1667,28577,17.14277,893,true,true,37832
665291206289526784,498,10744,21.574297,487,true,true,18421
665291180566032385,1198,1400,1.1686144,66,true,false,35381
665290890769014784,485,9374,19.327835,365,true,false,38803
665290881717641216,544,2123,3.9025736,61,true,false,34545
665290713882578945,5603,6153,1.0981617,45,true,false,60784
665290535364595713,854,1212,1.4192038,44,true,false,41900
665289989572399104,1021,1076,1.0538688,78,true,false,10476
665289768733941761,681,18854,27.685757,836,true,false,18987
665294239132205060,1469,1889,1.2859088,13,true,false,42175
665294119791673348,51,113,2.2156863,6,true,false,16619
665293982063132672,1551,92294,59.506126,391,true,false,299150
665293242011934721,877,530,0.6043329,21,true,false,7867
665292495429967872,2859,2723,0.9524309,208,true,false,47561
665292475955703809,199,1669,8.386934,55,true,false,199937
665297201585778690,6024,11675,1.938081,238,true,false,41016
665297014528286721,9,425,47.22222,18,true,false,37207
665296952234381312,476,818,1.7184874,36,true,false,42831
665296594552627200,67,245,3.6567163,0,true,false,6631
665296478362030080,217,330,1.5207373,20,true,false,6869
665296364335689729,1901,1535,0.8074697,21,true,false,17777
665296294651412480,659,713,1.0819423,1,true,false,5189
665295921182212097,2362,1294127,547.8946,9396,true,true,148453
665295811601948673,1277,2438,1.909162,20,true,false,27604
665295416469032961,62,1096,17.67742,11,true,false,28277
665294768830857216,475,1223,2.5747368,27,true,false,94775
665294676329684993,591,1089,1.8426396,19,true,false,44187
665294570331181056,21,195,9.285714,10,true,false,39058
665294548000759808,30,2203,73.433334,20,true,false,75299
665294541155663872,47,135,2.8723404,16,true,false,49228
665294489435656192,390,1876,4.8102565,49,true,false,65271
665294353242411008,85,1031,12.129412,11,true,false,38304
665298473990889473,335,1033,3.0835822,15,true,false,7266
665298376620154881,45,64,1.4222223,0,true,false,208
665298307544178688,128,130,1.015625,15,true,false,3416
665298221120360448,1990,646,0.3246231,13,true,false,14549
665297864483041281,1708,732,0.42857143,5,true,false,18045
665297785651126272,14,264,18.857143,8,true,false,73525
665297758274752514,55,444,8.072727,9,true,false,53041
665297642327441409,51,206,4.0392156,13,true,false,47963
665297629723631616,7,83,11.857142,18,true,false,60076
665297572848730112,37,127,3.4324324,17,true,false,123355
665297569535266816,22,258,11.727273,10,true,false,42256
665297558311407616,20,389,19.45,13,true,false,51870
665297558265307136,67,158,2.358209,12,true,false,50497
665297546978312192,32,96,3.0,8,true,false,50591
665297546173026304,21,126,6.0,8,true,false,52466
665297539449511937,7,83,11.857142,18,true,false,60076
665297520654872576,50,75,1.5,34,true,false,45651
665297512853544960,39,112,2.871795,13,true,false,50340
665297510911631360,851,363,0.426557,23,true,false,4290
665297454028472320,1986,802,0.40382677,25,true,false,9634
665297372398952450,14,206,14.714286,18,true,false,51371
665297331328151552,17,160,9.411765,13,true,false,52658
665297327364575232,24,114,4.75,8,true,false,57512
665297326274121729,20,113,5.65,31,true,false,69807
665297291155218433,52,251,4.826923,9,true,false,49905
665297283337068544,47,252,5.361702,14,true,false,84885
665301031270506498,119,39,0.3277311,0,true,false,7804
665299878273155075,2143,2393,1.1166589,26,true,false,80102
665299482389651460,654,8116,12.409786,48,true,false,2725
665299271537852416,0,231,0.0,8,true,false,20365
665299145951875073,1568,1262,0.80484694,50,true,false,88785
665316793653694465,1265,379,0.29960474,1,true,false,4117
665292185085091841,85,68,0.8,2,true,false,1087
665292160447705092,668,829,1.2410179,2,true,false,13052
665289101080424449,691,415,0.60057884,35,true,false,30606
665288540847218690,797,3028,3.7992473,165,true,false,284525
665288068820303872,20,17,0.85,19,true,false,3415
665287883016769536,1102,1795,1.6288567,55,true,false,99411
665287874498068480,1361,421,0.3093314,24,true,false,13334
665287811420000256,91,11898,130.74725,240,true,false,442531
665286481901039616,726,447,0.61570245,32,true,false,15571
665286092711723008,236,440,1.8644068,2,true,false,28684
665286005130469376,18,369,20.5,21,true,false,3924
665285647385653248,1198,1400,1.1686144,66,true,false,35380
665285304543256576,427,385,0.90163934,40,true,false,20698
665285224540975104,6459,25817,3.9970584,590,true,false,22967
665292120203350018,71,60,0.8450704,2,true,false,1085
665286752232456194,4514,5126,1.1355782,263,true,false,43867
665286410027577345,252,447,1.7738096,65,true,false,58544
665286232889536512,895,506,0.5653631,15,true,false,4692
665286149569646592,1987,514,0.25868142,16,true,false,124301
665285295559061505,2701,2552,0.94483525,17,true,false,21984
665284982705938432,39,31,0.7948718,27,true,false,12330
665284978553577472,2188,2038,0.9314442,219,true,false,131355
665284851881385985,626,163,0.2603834,1,true,false,1850
665284740581359617,1931,1885,0.97617817,27,true,false,12316
665284678795022337,1589,285,0.17935808,8,true,false,9207
665284007890952192,2947,594,0.20156091,124,true,false,36329
665283819092746241,1709,1522,0.8905793,4,true,false,25978
665283461381554176,476,23286,48.92017,210,true,false,106515
665282987509063680,1688,4367,2.5870852,187,true,false,7354
665282782353051648,909,1993,2.1925192,119,true,false,23894
665282600303525888,446,1740990,3903.565,11406,true,true,203514
665292185152000001,21136,25838,1.2224641,430,true,false,238475
665292055665594368,152,192,1.2631578,21,true,false,30659
665291746054656000,546,8839,16.188644,124,true,false,9378
665291443586654210,296,647,2.1858108,17,true,false,51505
665291180805128196,1108,21053040,19000.94,110012,true,true,70506
665294061289476096,286,87,0.3041958,3,true,false,3166
665293835753422852,286,87,0.3041958,3,true,false,3167
665293760490770436,263,740,2.8136883,58,true,false,27996
665293449319596033,0,86,0.0,54,true,false,70443
665293332927631360,1894,1188,0.62724394,15,true,false,1011
665293320877441024,3736,11918,3.1900427,2767,true,false,500172
665293182922596357,0,215,0.0,100,true,false,98568
665293104740769796,882,2596,2.9433107,1568,true,false,181970
665292872355348480,1019,832,0.8164868,26,true,false,10712
665292793967992836,1403,786,0.5602281,109,true,false,52345
665295537701277696,480,983,2.0479167,108,true,false,315371
665294952365228033,81,434,5.3580246,220,true,false,242644
665294871981383680,663,652,0.98340875,132,true,false,210076
665294552144678914,220,270,1.2272727,15,true,false,34687
665294338063138817,2007,1198,0.59691083,3,true,false,18854
665298351886241793,82,65,0.79268295,4,true,false,852
665298117395222528,174,305,1.7528735,12,true,false,1872
665297566020583424,184,66,0.35869566,3,true,false,397
665302468427841537,35,57,1.6285714,20,true,false,14627
665316414903873536,102,41,0.4019608,0,true,false,550
665639252366110721,241,1406,5.834025,52,true,false,164140
665647191504101378,241,1406,5.834025,52,true,false,164140
665292177401057281,445,497,1.116854,1,true,false,9346
665290585243168768,309,136226,440.86084,1834,true,true,18747
665292082324574208,35,23,0.6571429,5,true,false,2024
665284853504589825,1306,5069,3.881317,58,true,false,39027
665284765344538625,39,31,0.7948718,27,true,false,12330
665283492826251264,375,1529609,4078.9573,6301,true,true,129976
665292186838265860,540,406,0.75185186,16,true,false,19641
665289945377021953,1014,468,0.46153846,13,true,false,2645
665289447886430210,1344,411,0.30580357,31,true,false,9073
665289052518748161,3279,3389,1.0335468,139,true,false,22449
665288235069870080,2038,1300,0.63788027,108,true,true,39313
665287161911058433,1846,104340,56.52221,3478,true,false,79804
665292187559723008,518,932,1.7992278,34,true,false,104296
665291190422630401,542,530,0.9778598,348,true,false,161716
665289288825839616,275,1372567,4991.153,12267,true,true,230689
665292188121702401,274,176,0.6423358,0,true,false,1099
665292186485919748,102,141,1.382353,1,true,false,1281
665292186112528384,291,251,0.8625429,2,true,false,21192
665292186032803840,495,573,1.1575757,7,true,false,27681
665291624377942016,367,1385,3.7738419,27,true,false,11399
665292184862748672,250,280,1.12,2,true,false,16233
665292184279769088,523,497,0.9502868,5,true,false,64772
665292183940046849,584,1607,2.7517123,15,true,false,99979
665292183159840768,187,175,0.93582886,0,true,false,8527
665292183117918208,1793,1764,0.983826,117,true,false,63005
665292182866251781,883,2269,2.569649,89,true,false,10187
665292107930800128,13445,82945,6.169208,1241,true,true,132663
665292181855469568,2014,1286,0.6385303,9,true,false,21253
665292181364690944,67,37,0.5522388,0,true,false,380
665292087445889024,82,343356,4187.268,304,true,false,1644
665292181054349316,2076,1134,0.5462428,11,true,false,2094
665292181049995264,487,566,1.1622176,1,true,false,2839
665292179372441600,904,376,0.4159292,48,true,false,8880
665292178332262401,641,497,0.775351,2,true,false,596
665292173529731073,216,73,0.33796296,0,true,false,919
665292171621376000,378,271,0.7169312,4,true,false,22726
665292168785997826,138,245,1.7753624,4,true,false,4103
665292168383197184,667,492,0.7376312,21,true,false,3066
665292167032668160,151,11099,73.50331,246,true,true,13461
665292165443096576,310,266,0.85806453,2,true,false,2072
665292163547332608,263,181,0.68821293,3,true,false,8945
665292156945301505,279,278,0.9964158,1,true,false,6289
665292156043665408,1309,2065,1.5775402,43,true,false,23952
665292147143409664,860,381,0.44302326,22,true,false,11613
665292146275061760,2000,1340,0.67,161,true,false,15669
665292142755975168,240,270,1.125,0,true,false,875
665292142118608896,80,68,0.85,2,true,false,3438
665292141296504833,252,174,0.6904762,2,true,false,691
665292130835963904,1958,1229,0.6276813,57,true,false,31373
665292128449388545,1007,1264,1.2552135,20,true,false,39262
665292127216254976,271,153,0.5645757,0,true,false,827
665292118450114564,185,1390,7.5135136,9,true,false,50968
665292118169165824,601,310,0.515807,11,true,false,13912
665292106190217216,60,86,1.4333333,14,true,false,1660
665292106022391808,641,497,0.775351,2,true,false,596
665292101047848960,89,67,0.752809,0,true,false,686
665292097130536961,197,31,0.1573604,0,true,false,282
665292094399840256,1055,447,0.4236967,10,true,false,16609
665292092575494153,138,42,0.3043478,0,true,false,15
665292091170414594,178,181,1.0168539,3,true,false,6487
665292088318279681,148,131,0.8851351,0,true,false,1200
665292087240351746,727,1868,2.5694635,19,true,false,28339
665292085390536705,353,504,1.427762,4,true,false,4730
665292077115117568,2079,1343,0.64598364,34,true,false,33978
665292073436889088,178,103,0.57865167,0,true,false,101
665292073264877568,2716,3131,1.1527982,74,true,false,40268
665292070320529409,107,614,5.738318,39,true,true,729
665292068147830784,360,424,1.1777778,6,true,false,21245
665292067539693569,185,194,1.0486486,7,true,false,4840
665292067116081152,777,922,1.1866152,39,true,false,23620
665292052410859521,419,4750,11.336515,13,true,false,17786
665292049919270912,100,137,1.37,2,true,false,1592
665292042734583808,3902,5000,1.2813941,32,true,false,9728
665292041740558337,7296,10897,1.4935582,28,true,false,29683
665292040066998273,56,35,0.625,0,true,false,91
665292037281996800,1055,590,0.5592417,8,true,false,3217
665292034652160000,103,40,0.3883495,1,true,false,399
665292033846849536,250,219,0.876,1,true,false,2538
665292027790274560,508,728,1.4330709,19,true,false,5637
665292024199811072,707,261,0.36916548,24,true,false,10747
665292023092539393,301,49,0.1627907,3,true,false,3128
665292022031515649,58,7938,136.86208,223,true,true,31874
665292021028909056,621,492,0.79227054,37,true,false,9620
665292014620164098,1941,757,0.39000514,8,true,false,35030
665292013441421312,386,421,1.0906736,3,true,false,6074
665292012002914304,197,269,1.3654822,18,true,false,793
665292007720525824,2013,971,0.48236462,12,true,false,3867
665291552214925312,62,1093,17.629032,11,true,false,28298
665292006961319937,99,122,1.2323233,1,true,false,2131
665292000565051393,1391,537,0.3860532,7,true,false,7581
665291997637292034,313,155,0.49520767,0,true,false,3876
665291991224217600,171,108,0.6315789,0,true,false,784
665291989445959680,3006,2674,0.8895542,31,true,false,113301
665291983703973888,323,714,2.2105262,5,true,false,19197
665291973713125376,57,10,0.1754386,0,true,false,99
665291960224190465,377,130,0.3448276,3,true,false,339
665291951390912512,300,124,0.41333333,1,true,false,2133
665291951147741184,96,152,1.5833334,1,true,false,10982
665291936866111489,622,455,0.73151124,0,true,false,1179
665291930578886658,436,128,0.29357797,2,true,false,3817
665291919816290304,264,123,0.4659091,0,true,false,3490
665291904402251777,300,70,0.23333333,9,true,false,301
665291903643090946,1235,604,0.48906884,14,true,false,35460
665291901873037312,156,214,1.3717948,3,true,false,4798
665291901193609216,191,48,0.2513089,2,true,false,2386
665291893585125376,3810,25559,6.708399,1168,true,false,87720
665291884588175361,601,261,0.4342762,7,true,false,3509
665291880746340353,297,980,3.2996633,7,true,false,26978
665291880058527745,517,161,0.311412,6,true,false,8055
665291869463699456,29,8,0.27586207,0,true,false,122
665291864044498944,465,887,1.9075269,44,true,false,37445
665291861326737409,4408,3450,0.7826679,3,true,false,4132
665291858491371521,836,425,0.5083732,10,true,false,10181
665291856985628676,69789,75333,1.0794394,1162,true,false,5335
665291856201261056,912,447,0.4901316,17,true,false,4518
665291833757589505,566,373,0.6590106,4,true,false,970
665291830716706818,660,14710,22.287878,628,true,false,44765
665291810974101504,266,91,0.34210527,0,true,false,1638
665291798563168258,74,113,1.527027,0,true,false,238
665291781487984640,418,502,1.200957,13,true,false,4384
665291772206170112,470,509,1.0829787,4,true,false,43582
665291760835428352,673,251,0.3729569,7,true,false,5504
665291758826332160,103,50,0.4854369,0,true,false,111
665291758775967744,60,577,9.616667,14,true,false,21588
665291752903999489,719,10583,14.719054,4,true,false,4385
665291741449207808,97,209,2.1546392,0,true,false,750
665291722390437889,2010,876,0.4358209,24,true,false,55567
665291709329354752,0,231,0.0,8,true,false,20388
665291701909635073,318,571,1.7955974,1,true,false,1607
665291695777382400,454,175358,386.2511,581,true,false,37937
665291679935533056,625,1132,1.8112,16,true,false,40072
665291675137388545,921,15059,16.350706,102,true,false,3411
665291661979820033,17,4,0.23529412,0,true,false,169
665291657571512320,4880,4451,0.9120902,189,true,false,69565
665291652236488705,475,362,0.7621053,41,true,false,2457
665291647530491904,314,3526,11.2293,83,true,true,2890
665291637829054468,720,877,1.2180556,22,true,false,19350
665291631696957441,912,1682,1.8442982,20,true,false,12055
665291611539120128,85,123,1.4470588,0,true,false,1936
665291610343743488,6990,6413,0.9174535,275,true,false,50229
665291607495876608,257,58,0.22568093,1,true,false,2957
665291605134413824,249,214,0.85943776,9,true,false,97
665291589485359104,33,29,0.8787879,0,true,false,568
665291581465980928,104,87,0.83653843,6,true,false,880
665291578643103744,78,90,1.1538461,1,true,false,1042
665291562163810304,5508,5083,0.9228395,332,true,false,42861
665291544375627776,247,76,0.30769232,3,true,false,596
665291543276744704,438,536,1.2237443,2,true,false,9036
665291534212841472,531,84065,158.3145,2095,true,false,125854
665291524322795520,592,615,1.0388514,12,true,false,40139
665291521672028160,1860,18472,9.931183,383,true,true,28954
665291516622061568,1754,1367,0.7793615,42,true,false,36869
665291503602761729,216,1199,5.5509257,21,true,false,95528
665291491854712832,236,88,0.37288135,0,true,false,412
665291471789146112,1684,856,0.50831354,74,true,false,68917
665291446329712640,76,13,0.17105263,0,true,false,126
665291442135425024,211,183,0.8672986,1,true,false,6263
665291438738030592,181,659,3.640884,19,true,false,976
665291419217711104,125,64,0.512,0,true,false,1355
665291383071223810,851,125165,147.07991,1480,true,true,70269
665291376171577344,2020,1766,0.87425745,42,true,false,47601
665291368835731456,581,762,1.3115318,1,true,false,16930
665291348602392577,889,271362,305.24408,2726,true,true,98042
665291347440594945,2031,898,0.44214672,53,true,false,3958
665291340901711872,81,53,0.654321,1,true,false,496
665291324007034880,1194,429,0.35929647,3,true,false,7218
665291295548694528,388,204517,527.10565,1745,true,true,100894
665291266981298176,4494,3064,0.681798,49,true,false,54491
665291250757722113,232,388,1.6724138,1,true,false,2713
665291237474308096,411,274,0.6666667,7,true,false,4715
665291236266352640,22,676,30.727272,9,true,false,998
665291236186521600,15930,19286,1.2106717,240,true,false,10661
665291228574031872,293,239,0.81569964,1,true,false,1327
665291227181522945,2852,2333,0.81802243,53,true,false,10700
665291223008206849,49,122,2.489796,1,true,false,2194
665291222794248192,803,1792,2.2316313,42,true,false,5891
665291208986464256,387,747,1.9302325,9,true,false,27063
665291200581226496,170,24,0.14117648,1,true,false,608
665291158319439873,860,1271,1.477907,6,true,false,889
665291157438640134,1850,1090,0.5891892,9,true,false,1890
665291139726057472,166,1547,9.319277,78,true,false,5004
665291122403647488,669,378,0.5650224,2,true,false,2543
665291111498276865,1200,785,0.65416664,45,true,false,90097
665291105152475136,382,280,0.7329843,2,true,false,183
665291100865843200,2003,5356,2.673989,73,true,false,16209
665291096700923905,658,885,1.3449848,22,true,false,27760
665291096549928960,261,115,0.44061303,3,true,false,755
665291095648149504,230,440,1.9130435,61,true,false,4191
665333068547293184,1989,1280,0.6435395,28,true,false,11459
665328608408289280,990,3916,3.9555554,187,true,true,11336
665336837511057410,369,1144,3.100271,43,true,false,13901
665334862648217600,1595,753,0.47210032,2,true,false,3691
665334581638266880,171,90,0.5263158,2,true,false,987
665333942862483457,267,606,2.2696629,4,true,false,9155
665338618852933632,53,57,1.0754716,3,true,false,222
665341721790824448,306,244,0.79738563,10,true,false,241
665345778534232064,249,717,2.879518,25,true,true,1886
666553939207266305,573,334,0.582897,20,true,false,608
666550629603663872,442,7199,16.28733,79,true,false,4384
666187556611104768,138,97,0.70289856,3,true,false,113
666475963379802112,1080,93,0.08611111,0,true,false,603
665956317979389952,101,13,0.12871288,0,true,false,547
665884872435744768,553,107,0.19349006,4,true,false,71
666185048232747008,217,36,0.16589862,8,true,false,40
666014227019206658,740,730,0.9864865,19,true,false,2738
666238498089918465,121,13222,109.27273,28,true,false,927
666208605155303424,766,468,0.6109661,25,true,false,7745
666559396420460544,1080,1570,1.4537038,42,true,false,923
666591999689154560,863,10490,12.1552725,29,true,false,1185
670213167507759104,34,4,0.11764706,0,true,false,530
665931571585794049,188,110,0.5851064,1,true,false,2745
666152910351372288,230,316,1.373913,7,true,false,5732
666257058967240704,280,123,0.43928573,7,true,false,267
666175661938237440,293,448,1.5290103,13,true,false,1023
666197433123250176,108,38,0.35185185,2,true,false,150
670267691278729216,583,185,0.3173242,3,true,false,3877
666056456156803072,302,305,1.0099338,16,true,false,3192
666243378535903232,1023,570,0.55718476,35,true,false,881
666004047321808898,576,160,0.2777778,0,true,false,112
666255291785326592,222,236,1.063063,17,true,false,670
665926492656959488,311,243,0.7813505,28,true,false,633
666758621007491072,54,948,17.555555,33,true,false,1595
666615126259273728,1219,1781,1.4610336,39,true,false,1855
666614152841076736,356,1558,4.3764043,44,true,false,1458
668670125315334144,16,5,0.3125,0,true,false,21
667802258046873600,202,33,0.16336633,2,true,false,289
682573048013287424,465,89,0.19139785,2,true,false,2315
