tweet_id	annotation	event
510078763229405184	fake	ColumbianChemicals
510075825904164865	fake	ColumbianChemicals
510075620878188544	fake	ColumbianChemicals
510076097703460864	fake	ColumbianChemicals
510075674779197441	fake	ColumbianChemicals
510079962313809921	fake	ColumbianChemicals
510075921840504832	fake	ColumbianChemicals
510076569113882624	fake	ColumbianChemicals
510076164543881217	fake	ColumbianChemicals
510076600030081024	fake	ColumbianChemicals
510075353218699264	fake	ColumbianChemicals
510075443194892288	fake	ColumbianChemicals
510075609499062272	fake	ColumbianChemicals
510075671889334272	fake	ColumbianChemicals
510076071174471680	fake	ColumbianChemicals
510075924520652800	fake	ColumbianChemicals
510076338842386432	fake	ColumbianChemicals
510076167219859457	fake	ColumbianChemicals
510076401614336001	fake	ColumbianChemicals
510075403051237376	fake	ColumbianChemicals
510075637093396480	fake	ColumbianChemicals
510075350475608064	fake	ColumbianChemicals
510075709709381633	fake	ColumbianChemicals
510075603819978752	fake	ColumbianChemicals
510075430028984320	fake	ColumbianChemicals
510075437834579968	fake	ColumbianChemicals
510076124081426432	fake	ColumbianChemicals
510075408411537408	fake	ColumbianChemicals
510076065935785986	fake	ColumbianChemicals
510075653522477056	fake	ColumbianChemicals
510076363173535744	fake	ColumbianChemicals
510075664075337728	fake	ColumbianChemicals
510075308910055424	fake	ColumbianChemicals
510075642877317120	fake	ColumbianChemicals
510076336225132544	fake	ColumbianChemicals
510075892144828416	fake	ColumbianChemicals
510075400379465728	fake	ColumbianChemicals
510075565559521281	fake	ColumbianChemicals
510076153957482496	fake	ColumbianChemicals
510075900021706752	fake	ColumbianChemicals
510075795214467072	fake	ColumbianChemicals
510075634421616640	fake	ColumbianChemicals
510075831289655297	fake	ColumbianChemicals
510076385101373440	fake	ColumbianChemicals
510076159187775488	fake	ColumbianChemicals
510075383396700161	fake	ColumbianChemicals
510076132067377152	fake	ColumbianChemicals
510075690759507968	fake	ColumbianChemicals
510076116208746496	fake	ColumbianChemicals
510075331404107776	fake	ColumbianChemicals
510076365874683904	fake	ColumbianChemicals
510076574641971201	fake	ColumbianChemicals
510075589907456000	fake	ColumbianChemicals
510075626355965953	fake	ColumbianChemicals
510075935664918528	fake	ColumbianChemicals
510076393208946688	fake	ColumbianChemicals
510075311531495424	fake	ColumbianChemicals
510076055055773696	fake	ColumbianChemicals
510075688091926528	fake	ColumbianChemicals
510075573428027392	fake	ColumbianChemicals
510076360409497600	fake	ColumbianChemicals
510075334197530624	fake	ColumbianChemicals
510075839502114816	fake	ColumbianChemicals
510076320383266816	fake	ColumbianChemicals
510075386211102720	fake	ColumbianChemicals
510075930174574594	fake	ColumbianChemicals
510076121426456576	fake	ColumbianChemicals
510075424584773632	fake	ColumbianChemicals
510076591394017280	fake	ColumbianChemicals
510075629023531008	fake	ColumbianChemicals
510075595091611648	fake	ColumbianChemicals
510075650779381760	fake	ColumbianChemicals
510076175193235456	fake	ColumbianChemicals
510076577359876096	fake	ColumbianChemicals
510075446239969281	fake	ColumbianChemicals
510075560182415360	fake	ColumbianChemicals
510075693464846338	fake	ColumbianChemicals
510075894854320128	fake	ColumbianChemicals
510076605906309120	fake	ColumbianChemicals
510076057807237120	fake	ColumbianChemicals
510075669288861697	fake	ColumbianChemicals
510075828643037184	fake	ColumbianChemicals
510075552154537984	fake	ColumbianChemicals
510075932842160128	fake	ColumbianChemicals
510076151268913152	fake	ColumbianChemicals
510075902748000256	fake	ColumbianChemicals
510076092418641920	fake	ColumbianChemicals
510076379879440384	fake	ColumbianChemicals
510076325705814016	fake	ColumbianChemicals
510075806937513985	fake	ColumbianChemicals
510076355166609408	fake	ColumbianChemicals
510076161825992705	fake	ColumbianChemicals
510076566433718272	fake	ColumbianChemicals
510076076434149377	fake	ColumbianChemicals
510075328438734848	fake	ColumbianChemicals
510076395943641088	fake	ColumbianChemicals
510076594111930368	fake	ColumbianChemicals
510076611245666304	fake	ColumbianChemicals
510076352448720896	fake	ColumbianChemicals
510075342527418368	fake	ColumbianChemicals
510075587055353856	fake	ColumbianChemicals
510075600330293248	fake	ColumbianChemicals
510075871114584064	fake	ColumbianChemicals
510076063192743936	fake	ColumbianChemicals
510075804060221440	fake	ColumbianChemicals
510075623612878848	fake	ColumbianChemicals
510076317656956928	fake	ColumbianChemicals
510076079093325824	fake	ColumbianChemicals
510076328390197248	fake	ColumbianChemicals
510075680173092864	fake	ColumbianChemicals
510076585773658112	fake	ColumbianChemicals
510075927167270912	fake	ColumbianChemicals
510076349722419200	fake	ColumbianChemicals
510076169904222208	fake	ColumbianChemicals
510076603200995328	fake	ColumbianChemicals
510075356175691776	fake	ColumbianChemicals
510075612812541952	fake	ColumbianChemicals
510076073800114176	fake	ColumbianChemicals
510074200313569280	fake	ColumbianChemicals
510076346895433728	fake	ColumbianChemicals
510074415850479616	fake	ColumbianChemicals
510074660600680448	fake	ColumbianChemicals
510074881342722048	fake	ColumbianChemicals
510074949076541440	fake	ColumbianChemicals
510074167354724353	fake	ColumbianChemicals
510074086601805824	fake	ColumbianChemicals
510074394522431488	fake	ColumbianChemicals
510074342659862529	fake	ColumbianChemicals
510074633652301824	fake	ColumbianChemicals
510074581856825344	fake	ColumbianChemicals
510074827919859713	fake	ColumbianChemicals
510075067196530688	fake	ColumbianChemicals
510074704234049536	fake	ColumbianChemicals
510075116454432768	fake	ColumbianChemicals
510074929786941440	fake	ColumbianChemicals
510075162554011648	fake	ColumbianChemicals
510076629989990400	fake	ColumbianChemicals
510074309885571072	fake	ColumbianChemicals
510074562319753217	fake	ColumbianChemicals
510074809058066433	fake	ColumbianChemicals
510074161960849408	fake	ColumbianChemicals
510075045503578112	fake	ColumbianChemicals
510074389157904385	fake	ColumbianChemicals
510074625645363200	fake	ColumbianChemicals
510075097433268224	fake	ColumbianChemicals
510074203241209856	fake	ColumbianChemicals
510074151026302977	fake	ColumbianChemicals
510074421709926400	fake	ColumbianChemicals
510074701528702976	fake	ColumbianChemicals
510074381046132737	fake	ColumbianChemicals
510074663255687169	fake	ColumbianChemicals
510074924481126400	fake	ColumbianChemicals
510074665919082497	fake	ColumbianChemicals
510074440756256769	fake	ColumbianChemicals
510074883997728768	fake	ColumbianChemicals
510075165188046848	fake	ColumbianChemicals
510076596880154624	fake	ColumbianChemicals
510074172664737794	fake	ColumbianChemicals
510075124406837248	fake	ColumbianChemicals
510074134882422784	fake	ColumbianChemicals
510074298909065216	fake	ColumbianChemicals
510074685783302144	fake	ColumbianChemicals
510074091907604481	fake	ColumbianChemicals
510074364382150657	fake	ColumbianChemicals
510074405024972801	fake	ColumbianChemicals
510074559664771073	fake	ColumbianChemicals
510074915899580416	fake	ColumbianChemicals
510074350704553984	fake	ColumbianChemicals
510074427388600320	fake	ColumbianChemicals
510074156646694913	fake	ColumbianChemicals
510074568182996992	fake	ColumbianChemicals
510074803152490496	fake	ColumbianChemicals
510074194915524608	fake	ColumbianChemicals
510075144568860672	fake	ColumbianChemicals
510074649800364032	fake	ColumbianChemicals
510074585048707072	fake	ColumbianChemicals
510074383730503680	fake	ColumbianChemicals
510074868034207744	fake	ColumbianChemicals
510074105589420032	fake	ColumbianChemicals
510074419075899393	fake	ColumbianChemicals
510074838544052224	fake	ColumbianChemicals
510074620352155648	fake	ColumbianChemicals
510075091485745152	fake	ColumbianChemicals
510074548138811392	fake	ColumbianChemicals
510074655093587968	fake	ColumbianChemicals
510074709552410624	fake	ColumbianChemicals
510075069947969536	fake	ColumbianChemicals
510074886614953984	fake	ColumbianChemicals
510074142948089857	fake	ColumbianChemicals
510074932425150464	fake	ColumbianChemicals
510074691093286912	fake	ColumbianChemicals
510074601817534464	fake	ColumbianChemicals
510074875789447168	fake	ColumbianChemicals
510074854847307776	fake	ColumbianChemicals
510075184502816768	fake	ColumbianChemicals
510075127661625344	fake	ColumbianChemicals
510074378223366144	fake	ColumbianChemicals
510074918843994112	fake	ColumbianChemicals
510074159263907840	fake	ColumbianChemicals
510074951907676160	fake	ColumbianChemicals
510075151195832320	fake	ColumbianChemicals
510075083449446402	fake	ColumbianChemicals
510074094818430976	fake	ColumbianChemicals
510074326193037313	fake	ColumbianChemicals
510074108324085760	fake	ColumbianChemicals
510075198058795009	fake	ColumbianChemicals
510074184186494976	fake	ColumbianChemicals
510074443474173952	fake	ColumbianChemicals
510074386393866241	fake	ColumbianChemicals
510074356257804288	fake	ColumbianChemicals
510074571152973824	fake	ColumbianChemicals
510074407751282689	fake	ColumbianChemicals
510074623040704512	fake	ColumbianChemicals
510074328931917824	fake	ColumbianChemicals
510074553364914178	fake	ColumbianChemicals
510074587896614912	fake	ColumbianChemicals
510074814821044224	fake	ColumbianChemicals
510074607182045185	fake	ColumbianChemicals
510074657916338176	fake	ColumbianChemicals
510074841182269441	fake	ColumbianChemicals
510074576391634944	fake	ColumbianChemicals
510074680095809536	fake	ColumbianChemicals
510074688459247617	fake	ColumbianChemicals
510074169988743168	fake	ColumbianChemicals
510074862699024385	fake	ColumbianChemicals
510074825306808320	fake	ColumbianChemicals
510075056375201792	fake	ColumbianChemicals
510075072607191040	fake	ColumbianChemicals
510074913202651136	fake	ColumbianChemicals
510074921566085120	fake	ColumbianChemicals
510074397198409728	fake	ColumbianChemicals
510074712220000257	fake	ColumbianChemicals
510075086158970880	fake	ColumbianChemicals
510075108216799234	fake	ColumbianChemicals
510075061790060544	fake	ColumbianChemicals
510075147790082048	fake	ColumbianChemicals
510075156736520192	fake	ColumbianChemicals
510074641822777344	fake	ColumbianChemicals
510074946459303936	fake	ColumbianChemicals
510075119151357953	fake	ColumbianChemicals
510074102967984128	fake	ColumbianChemicals
510074296107294720	fake	ColumbianChemicals
510075189770870784	fake	ColumbianChemicals
510074545022464000	fake	ColumbianChemicals
510074706905808896	fake	ColumbianChemicals
510074556141543425	fake	ColumbianChemicals
510074323533852672	fake	ColumbianChemicals
510074935105310720	fake	ColumbianChemicals
510074596415270912	fake	ColumbianChemicals
510074604472516609	fake	ColumbianChemicals
510074573736656898	fake	ColumbianChemicals
510075179033051136	fake	ColumbianChemicals
510074860060831744	fake	ColumbianChemicals
510074822660194304	fake	ColumbianChemicals
510074851839975424	fake	ColumbianChemicals
510074320723664896	fake	ColumbianChemicals
510075088759422976	fake	ColumbianChemicals
510075053640536064	fake	ColumbianChemicals
510075078034616320	fake	ColumbianChemicals
510074568384712704	fake	ColumbianChemicals
510075110888574976	fake	ColumbianChemicals
510074805866221569	fake	ColumbianChemicals
510075048326365185	fake	ColumbianChemicals
510075094740516864	fake	ColumbianChemicals
510072512668266496	fake	ColumbianChemicals
510072619761410049	fake	ColumbianChemicals
510072657459814400	fake	ColumbianChemicals
510072706646421504	fake	ColumbianChemicals
510072756332134400	fake	ColumbianChemicals
510074443264040960	fake	ColumbianChemicals
510072603244257281	fake	ColumbianChemicals
510072641483718656	fake	ColumbianChemicals
510075251560951808	fake	ColumbianChemicals
510072687608496128	fake	ColumbianChemicals
510074632997568512	fake	ColumbianChemicals
510072736983814144	fake	ColumbianChemicals
510072548479238144	fake	ColumbianChemicals
510072644113543169	fake	ColumbianChemicals
510072690267668480	fake	ColumbianChemicals
510072734244954112	fake	ColumbianChemicals
510075109453754369	fake	ColumbianChemicals
510072515549757441	fake	ColumbianChemicals
510072617127411713	fake	ColumbianChemicals
510072660114804736	fake	ColumbianChemicals
510072703999836160	fake	ColumbianChemicals
510072518154416128	fake	ColumbianChemicals
510072761675681793	fake	ColumbianChemicals
510072540455526400	fake	ColumbianChemicals
510072622428991488	fake	ColumbianChemicals
510072635469074432	fake	ColumbianChemicals
510072665517084672	fake	ColumbianChemicals
510072543039221760	fake	ColumbianChemicals
510072676380344320	fake	ColumbianChemicals
510072710224150528	fake	ColumbianChemicals
510072504669700096	fake	ColumbianChemicals
510072632881192961	fake	ColumbianChemicals
510072720911241216	fake	ColumbianChemicals
510072759024910336	fake	ColumbianChemicals
510072682017456128	fake	ColumbianChemicals
510072611653832705	fake	ColumbianChemicals
510072510067781633	fake	ColumbianChemicals
510072614388510720	fake	ColumbianChemicals
510072726317715456	fake	ColumbianChemicals
510072649427746816	fake	ColumbianChemicals
510072545807458304	fake	ColumbianChemicals
510072507286958080	fake	ColumbianChemicals
510072654796455936	fake	ColumbianChemicals
510072698547212288	fake	ColumbianChemicals
510072638132465664	fake	ColumbianChemicals
510072608923324417	fake	ColumbianChemicals
510072701239955456	fake	ColumbianChemicals
510072748300070914	fake	ColumbianChemicals
510072684735373312	fake	ColumbianChemicals
510072750992809984	fake	ColumbianChemicals
510072652091117568	fake	ColumbianChemicals
510072532465373185	fake	ColumbianChemicals
510068611927797760	fake	ColumbianChemicals
510072695741222912	fake	ColumbianChemicals
510072731606740992	fake	ColumbianChemicals
510072630251368448	fake	ColumbianChemicals
510072753664565248	fake	ColumbianChemicals
510072501930827776	fake	ColumbianChemicals
510068760502603776	fake	ColumbianChemicals
510072670978056192	fake	ColumbianChemicals
510072606134112256	fake	ColumbianChemicals
510068820590211072	fake	ColumbianChemicals
510072646722400256	fake	ColumbianChemicals
510072723599806464	fake	ColumbianChemicals
510068573654765568	fake	ColumbianChemicals
510072693090426880	fake	ColumbianChemicals
510068866010337282	fake	ColumbianChemicals
510069046554165248	fake	ColumbianChemicals
510072742730010624	fake	ColumbianChemicals
510068662888574976	fake	ColumbianChemicals
510069312795987968	fake	ColumbianChemicals
510068806849671168	fake	ColumbianChemicals
510068860725493761	fake	ColumbianChemicals
510069031513358337	fake	ColumbianChemicals
510069288242511872	fake	ColumbianChemicals
510069377446998016	fake	ColumbianChemicals
510067806420094977	fake	ColumbianChemicals
510068038058917888	fake	ColumbianChemicals
510068115129249792	fake	ColumbianChemicals
510068015543902208	fake	ColumbianChemicals
510068322885697536	fake	ColumbianChemicals
510068084645052416	fake	ColumbianChemicals
510068576666279936	fake	ColumbianChemicals
510068540708515840	fake	ColumbianChemicals
510068300706217984	fake	ColumbianChemicals
510068654852284416	fake	ColumbianChemicals
510072772853501952	fake	ColumbianChemicals
510068804232433664	fake	ColumbianChemicals
510068526275887104	fake	ColumbianChemicals
510068858074697728	fake	ColumbianChemicals
510069028782866432	fake	ColumbianChemicals
510069282802511872	fake	ColumbianChemicals
510069364096512000	fake	ColumbianChemicals
510068622522589184	fake	ColumbianChemicals
510068766433374208	fake	ColumbianChemicals
510068825833078784	fake	ColumbianChemicals
510068874172461056	fake	ColumbianChemicals
510068568265093120	fake	ColumbianChemicals
510069063046139905	fake	ColumbianChemicals
510068635831123968	fake	ColumbianChemicals
510069315471941632	fake	ColumbianChemicals
510068011307634688	fake	ColumbianChemicals
510068619817267200	fake	ColumbianChemicals
510068790928084993	fake	ColumbianChemicals
510068592919199745	fake	ColumbianChemicals
510068081830666241	fake	ColumbianChemicals
510068777493741568	fake	ColumbianChemicals
510068565614292992	fake	ColumbianChemicals
510068847375052800	fake	ColumbianChemicals
510068665627471872	fake	ColumbianChemicals
510068830971101184	fake	ColumbianChemicals
510068298047033344	fake	ColumbianChemicals
510068646786650112	fake	ColumbianChemicals
510068598568919040	fake	ColumbianChemicals
510068812549726208	fake	ColumbianChemicals
510069017995120640	fake	ColumbianChemicals
510068755037429760	fake	ColumbianChemicals
510068871467106304	fake	ColumbianChemicals
510068515332976641	fake	ColumbianChemicals
510068796393283584	fake	ColumbianChemicals
510069107509956609	fake	ColumbianChemicals
510068823207452672	fake	ColumbianChemicals
510069079462662144	fake	ColumbianChemicals
510068852777320448	fake	ColumbianChemicals
510069038131998720	fake	ColumbianChemicals
510069347759693824	fake	ColumbianChemicals
510069318118555648	fake	ColumbianChemicals
510068595670257664	fake	ColumbianChemicals
510067811717488640	fake	ColumbianChemicals
510069043832045568	fake	ColumbianChemicals
510069020725624832	fake	ColumbianChemicals
510069293674143745	fake	ColumbianChemicals
510068670937456640	fake	ColumbianChemicals
510068048989290496	fake	ColumbianChemicals
510069301756563457	fake	ColumbianChemicals
510069112752832512	fake	ColumbianChemicals
510068817960374272	fake	ColumbianChemicals
510068251418963968	fake	ColumbianChemicals
510068584811622401	fake	ColumbianChemicals
510069350473412608	fake	ColumbianChemicals
510068570932662272	fake	ColumbianChemicals
510068328338305024	fake	ColumbianChemicals
510068560300113922	fake	ColumbianChemicals
510068668286631936	fake	ColumbianChemicals
510069041013469184	fake	ColumbianChemicals
510066979378843649	fake	ColumbianChemicals
510068644127461376	fake	ColumbianChemicals
510068543426400256	fake	ColumbianChemicals
510069298967355392	fake	ColumbianChemicals
510068638586765312	fake	ColumbianChemicals
510068809500475394	fake	ColumbianChemicals
510067162284040192	fake	ColumbianChemicals
510068801602596864	fake	ColumbianChemicals
510066968641404928	fake	ColumbianChemicals
510068788243759106	fake	ColumbianChemicals
510068855444873216	fake	ColumbianChemicals
510067217221042178	fake	ColumbianChemicals
510067831468486656	fake	ColumbianChemicals
510067017144360960	fake	ColumbianChemicals
510067265258393600	fake	ColumbianChemicals
510068844397088769	fake	ColumbianChemicals
510068024205135872	fake	ColumbianChemicals
510069026023014400	fake	ColumbianChemicals
510067814322163712	fake	ColumbianChemicals
510069035405697024	fake	ColumbianChemicals
510068068455034880	fake	ColumbianChemicals
510067195016409088	fake	ColumbianChemicals
510067418065281024	fake	ColumbianChemicals
510069015201710080	fake	ColumbianChemicals
510068098305896448	fake	ColumbianChemicals
510068276035342336	fake	ColumbianChemicals
510069272010555392	fake	ColumbianChemicals
510068051677835264	fake	ColumbianChemicals
510067247898165250	fake	ColumbianChemicals
510069290998169600	fake	ColumbianChemicals
510069101788938240	fake	ColumbianChemicals
510069353656909824	fake	ColumbianChemicals
510068261997010944	fake	ColumbianChemicals
510067803677032448	fake	ColumbianChemicals
510068309371674624	fake	ColumbianChemicals
510068504847212544	fake	ColumbianChemicals
510068003095203840	fake	ColumbianChemicals
510067404626722816	fake	ColumbianChemicals
510069332014297088	fake	ColumbianChemicals
510069509978595328	fake	ColumbianChemicals
510068071156187136	fake	ColumbianChemicals
510068529073487872	fake	ColumbianChemicals
510068035378753536	fake	ColumbianChemicals
510068331647209472	fake	ColumbianChemicals
510068289696178177	fake	ColumbianChemicals
510067798287339520	fake	ColumbianChemicals
510067481575452672	fake	ColumbianChemicals
510068109269815296	fake	ColumbianChemicals
510068507514773504	fake	ColumbianChemicals
510068546215624705	fake	ColumbianChemicals
510067459853135872	fake	ColumbianChemicals
510068032438550528	fake	ColumbianChemicals
510067627432349696	fake	ColumbianChemicals
510068320188772353	fake	ColumbianChemicals
510068101095129088	fake	ColumbianChemicals
510067522146951168	fake	ColumbianChemicals
510067689055076352	fake	ColumbianChemicals
510068537290137600	fake	ColumbianChemicals
510068317504434176	fake	ColumbianChemicals
510067666867191808	fake	ColumbianChemicals
510067731438505984	fake	ColumbianChemicals
510067826074595328	fake	ColumbianChemicals
510068531774619649	fake	ColumbianChemicals
510068065812631553	fake	ColumbianChemicals
510068005737627648	fake	ColumbianChemicals
510068020929396736	fake	ColumbianChemicals
510068073869897729	fake	ColumbianChemicals
510068273350987776	fake	ColumbianChemicals
510068292447657985	fake	ColumbianChemicals
510068090156376065	fake	ColumbianChemicals
510067050463903744	fake	ColumbianChemicals
510068339973292032	fake	ColumbianChemicals
510067029148450817	fake	ColumbianChemicals
510067121280548864	fake	ColumbianChemicals
510068512745066496	fake	ColumbianChemicals
510067097079390210	fake	ColumbianChemicals
510068306695696385	fake	ColumbianChemicals
510067268907442178	fake	ColumbianChemicals
510067246287568897	fake	ColumbianChemicals
510066966019997696	fake	ColumbianChemicals
510068523297931264	fake	ColumbianChemicals
510067299962068992	fake	ColumbianChemicals
510067320283475968	fake	ColumbianChemicals
510067008910917633	fake	ColumbianChemicals
510067192357216256	fake	ColumbianChemicals
510067355700183040	fake	ColumbianChemicals
510067377250521089	fake	ColumbianChemicals
510067245184458752	fake	ColumbianChemicals
510067538047557632	fake	ColumbianChemicals
510067557567856640	fake	ColumbianChemicals
510067399199301632	fake	ColumbianChemicals
510067608188887040	fake	ColumbianChemicals
510066986043576320	fake	ColumbianChemicals
510067401929789440	fake	ColumbianChemicals
510067454467670017	fake	ColumbianChemicals
510067170706214913	fake	ColumbianChemicals
510067519475154944	fake	ColumbianChemicals
510068552339292160	fake	ColumbianChemicals
510067214566035457	fake	ColumbianChemicals
510067664140894208	fake	ColumbianChemicals
510067002892111872	fake	ColumbianChemicals
510067268232167424	fake	ColumbianChemicals
510067728590573568	fake	ColumbianChemicals
510067184228642816	fake	ColumbianChemicals
510067231041286144	fake	ColumbianChemicals
510067393708949504	fake	ColumbianChemicals
510067423580815360	fake	ColumbianChemicals
510067390978457600	fake	ColumbianChemicals
510067026438942720	fake	ColumbianChemicals
510066971439026176	fake	ColumbianChemicals
510067485153198080	fake	ColumbianChemicals
510067091828121600	fake	ColumbianChemicals
510067151462731778	fake	ColumbianChemicals
510067442887188480	fake	ColumbianChemicals
510067145972412416	fake	ColumbianChemicals
510067630443868160	fake	ColumbianChemicals
510066982616825856	fake	ColumbianChemicals
