tweet_id, num_friends, num_followers, folfriend_ratio, times_listed, has_url, is_verified, num_tweets
446214935047962625,326,465,1.4263804,0,false,false,4370
454814865777897472,530,161,0.30377358,1,true,false,3582
442665244821704705,600,657,1.095,1,false,false,41295
455264715141156866,467,139,0.29764453,0,false,false,2015
445987369469374464,175,106,0.60571426,0,false,false,643
445786968559845377,30,6,0.2,0,false,false,54
442508865209257984,525,2167,4.1276193,2,false,false,29294
446161745598361600,222,347,1.563063,1,false,false,10515
446241856016240640,7919,7931,1.0015154,4,true,false,3282
442385904343072768,118,374,3.1694915,2,false,false,13507
442353595904970752,93,94,1.0107527,2,false,false,5255
444814429444923392,385,287,0.74545455,0,false,false,650
448128103714271234,341,535,1.568915,1,false,false,8766
445893719154515968,468,872,1.8632479,21,true,false,9537
446228089920434176,3964,3997,1.008325,39,false,false,116757
442680962481025025,547,149,0.2723949,1,true,false,39566
448447196740857856,1382,223,0.16136035,0,true,false,2441
447940579834351617,185,47,0.25405404,2,false,false,1807
447927530683523072,70,34,0.4857143,1,true,false,270
446209169033420800,883,157,0.17780295,0,false,false,16680
445927450711560192,172,19,0.11046512,1,false,false,411
446142049188728832,334,1042,3.1197605,1,true,false,14867
445824815006367744,970,539,0.5556701,19,true,false,5257
446597298705821696,244,80,0.32786885,1,false,false,1231
442529496235659264,477,106,0.22222222,0,false,false,59
446799841557889024,100,75,0.75,1,true,false,177
446457388074549248,191,135,0.7068063,0,false,false,8685
446122304611696641,247,83,0.3360324,0,false,false,4306
446210735022952448,198,69,0.34848484,0,true,false,362
442874339055005696,969,195,0.2012384,1,true,false,2620
446150303646490624,330,3132,9.490909,4,false,false,100006
446252015417450496,95,111,1.168421,0,false,false,13093
445769783691051009,410,451,1.1,1,false,false,39700
447026900834070529,661,412,0.62329805,0,false,false,4013
446245523897319424,917,5544,6.0458016,8,true,false,57533
446556480071008256,89,358,4.022472,15,true,false,14384
445855412185612288,49,6,0.12244898,0,false,false,295
445877311053627392,223,2189,9.816143,50,true,false,1417
448145384343232512,207,295,1.4251208,1,false,false,6338
446191929148325888,330,3132,9.490909,4,false,false,100115
448145988218527744,28,447,15.964286,3,true,false,12062
446259145180598272,1007,1117,1.1092354,15,false,false,7017
446101627095621632,93,3547,38.139786,154,true,false,28020
445890548105478144,535,168,0.3140187,0,false,false,3077
446573169877323776,179,17,0.09497207,0,false,false,736
448007072760610816,2512,2288,0.91082805,87,true,false,21207
442351724125093888,190,181,0.9526316,2,false,false,16088
447921906201546753,347,375,1.0806917,1,false,false,6054
446660062485168128,280,227,0.8107143,0,false,false,105
446285526002200576,358,605,1.6899441,2,true,false,6329
454898045675503617,280,114,0.40714285,0,true,false,4052
445894243199229952,245,147,0.6,1,false,false,1744
446572384347123712,179,17,0.09497207,0,false,false,735
445763742177824768,163,250,1.5337423,0,false,false,4501
444461261569290241,153,177,1.1568627,0,true,false,896
446280939228782592,1997,1783,0.89283925,49,false,false,51819
445824207445061632,549,2572,4.6848817,170,true,false,43306
446102884493426688,90,18,0.2,0,true,false,95
445945496297684992,102,127,1.245098,3,false,false,921
442361020149805056,280,281,1.0035714,1,true,false,22608
445979594223812610,216,143,0.662037,0,false,false,1734
449493641015218176,2818,19783,7.020227,173,true,false,102646
442865169358548992,820,1121,1.3670732,24,false,false,16565
442433245725335553,4230,14547,3.439007,430,true,false,410930
446643982269833216,111,35,0.3153153,0,false,false,43
445853459380973569,98,476,4.857143,11,false,false,34494
449215834150301696,2818,19754,7.0099363,173,true,false,102571
446059760316858368,2849,107952,37.89119,232,true,true,44946
448194137578569728,428,396,0.92523366,0,false,false,15861
446274624406704128,201,15574,77.48259,25,true,false,12803
446132133464006657,817,512,0.626683,12,false,false,15082
446182362980708352,893,1103,1.2351624,59,true,false,40768
447565565998022656,92,167,1.8152174,0,false,false,9657
442691362207432704,91,1124,12.351648,8,true,false,2190
442685103756419073,346,984,2.8439307,38,true,false,46945
446180287991410689,47,9,0.19148937,0,false,false,1261
444837196714217472,154,15,0.097402595,0,false,false,1943
442339481408913408,107,1315,12.28972,12,true,false,22017
447812493415444480,142,163,1.1478873,6,true,false,438
442815673803476992,1762,1374,0.7797957,0,false,false,5525
443426614332764160,331,1037,3.1329305,0,false,false,40290
445837860726648832,2782,2757,0.99101365,87,true,false,1876
442979090014814208,55,9,0.16363636,0,false,false,14
445922564028628992,1800,34121,18.956112,646,true,true,6008
444804126418149376,148,12,0.08108108,0,false,false,211
444982429179449344,1670,1457,0.87245506,3,false,false,38915
443098030648987648,105,823,7.838095,9,true,false,1390
446356166335942657,719,183564,255.3046,1013,true,false,52894
442496377545699328,374,215,0.5748663,1,false,false,36137
446634310146068480,201,35,0.17412935,0,false,false,2573
445824696547028993,785,18965,24.159235,546,true,false,92191
445945437191933952,31,18,0.58064514,0,true,false,4
445769864234270720,44,12,0.27272728,0,false,false,32
445948943038693376,129,26002,201.56589,217,true,false,44630
446005362190450690,648,404,0.6234568,4,false,false,22889
444488520749817856,22696,42396,1.8679943,627,true,false,25399
442871066906484736,316,2411,7.629747,42,true,false,74910
442676283651002368,1026,17246,16.808968,250,true,false,9701
442669363561127937,42,7399,176.16667,76,false,false,16615
445716181530337280,246,59556,242.09756,201,false,false,7206
445874984670728192,2000,1429,0.7145,15,true,false,16880
446424632074465281,498,91099,182.92972,852,true,false,66126
446111094185025536,13,503776,38752.0,2306,true,false,230883
450303423406022656,214,52516,245.40187,652,true,false,135940
445851379597574144,255,31,0.12156863,2,false,false,1144
442702508889096192,120,641,5.3416667,2,true,false,354
445840043673133056,235,54,0.22978723,1,false,false,1060
446027414632534017,753,1934,2.568393,96,false,false,60633
442687071954542592,68,92,1.3529412,1,false,false,6772
445935126912835584,916,2146,2.3427947,2,true,false,67219
447485901397299200,299,167,0.5585284,0,true,false,984
442523125633130496,264,128,0.4848485,0,false,false,1380
448266992382783488,294,17685,60.15306,421,false,false,10253
445888409286868992,1487,175142,117.78211,709,true,true,14586
446135855627767810,272,1112,4.0882354,11,true,false,33277
446479924287647744,2002,669,0.33416584,12,true,false,6084
446435423628591104,797,1268,1.5909661,18,false,false,51732
446684467810168832,185,116,0.62702703,0,false,false,94
446274292347830272,132,81,0.6136364,1,false,false,4151
446287111248175104,375,71,0.18933333,0,false,false,2117
446329534560735232,2002,1457,0.72777224,2,false,false,34989
446481343438807040,1014,953,0.9398422,5,false,false,14499
446157432470110209,544,195,0.3584559,8,true,false,4823
446684303775105025,469,797,1.6993604,9,true,false,2790
447543359398092801,44,13,0.29545453,0,false,false,80
446215297335562240,770,1146,1.4883116,19,false,false,14702
446370319138582528,835,847,1.0143713,3,false,false,9180
446306941245988864,658,432,0.65653497,0,false,false,3412
446483294108921856,1839,7688,4.180533,302,true,false,242785
446370993066737664,400,275,0.6875,17,true,false,34411
446245644890828800,616,5169,8.391233,48,false,false,28707
446289151034687488,613,181,0.29526916,0,true,false,5441
446262468398968833,16699,15805,0.9464639,41,true,false,32825
446275660730757120,1693,518,0.30596575,0,false,false,2379
446135563553214464,868,10186,11.7350235,22,false,false,50463
446485658765238272,427,357,0.8360656,0,false,false,6285
446197665538113536,578,2190,3.7889273,54,false,false,6789
445819606154739712,380,222,0.5842105,9,false,false,10004
445812984590258176,487,528,1.0841889,14,true,false,11195
450142558790754304,137,23,0.16788322,0,false,false,43
446160556131495936,88,1837,20.875,11,false,false,19511
446161800191434753,2000,574,0.287,7,false,false,7414
447889653723832320,503,56,0.11133201,0,false,false,646
443235319429607424,109,141,1.293578,4,false,false,822
445898517270102017,2500,3363,1.3452,183,true,false,20196
445749981958668288,1663,1457,0.8761275,3,false,false,40426
449120781495058434,347,87,0.25072047,0,false,false,73
449120023743713280,347,87,0.25072047,0,false,false,71
446223573041283072,736,622,0.8451087,7,true,false,555
446895438793158656,714,583,0.8165266,2,true,false,307
444391352974200832,30,11,0.36666667,1,true,false,2547
442887252109045760,7,3,0.42857143,0,true,false,204
445839949762265089,380,222,0.5842105,9,false,false,10009
442870012311646209,88,1797,20.420454,11,false,false,18845
446213303438557184,448,3238,7.227679,23,false,false,23521
446145749865074688,2095,2443,1.1661098,9,false,false,30203
443105133812264960,411,607,1.4768857,29,true,false,11338
446538990007492608,1002,420,0.41916168,18,true,false,15093
447293070023720961,108,112,1.037037,0,false,false,5343
446887010880339968,4167,4303,1.0326374,264,true,false,100137
442959689165193216,6,7,1.1666666,0,true,false,52
444396074132729856,584,4378,7.4965754,82,true,false,63412
442932112920821760,196,291,1.4846939,1,true,false,9769
444406341545652225,154,8895,57.75974,11,true,false,55987
448061307724378112,395,116,0.2936709,0,false,false,3824
444309830602194944,71,17,0.23943663,0,false,false,5
446421431534899200,263,9688,36.836502,94,true,false,9091
442665905190100992,1606,1557,0.9694894,15,false,false,577
442502215014424577,466,193,0.41416308,1,true,false,5243
442786874956853248,4656,91141,19.574957,1666,true,false,38948
447834410386071553,4948,15224,3.0767987,24,true,false,3027
446035492190961664,248,111,0.44758064,0,false,false,2043
446603557131669504,1865,114208,61.237534,2585,true,true,17932
446340392514904064,922,4157,4.508677,6,true,false,97074
442772074600230912,53,23,0.43396226,0,false,false,14
445979824071663617,1289,1796,1.3933282,117,true,true,15747
446050364916527104,93,1455,15.645162,56,true,false,46646
445690398673870848,300,327,1.09,0,false,false,6976
445854646691569664,65,29,0.44615385,0,false,false,1092
445850090763079680,629,405,0.6438792,18,true,false,22556
445680576419598336,54,23,0.42592594,0,false,false,1661
443640792658083840,960,1269,1.321875,0,false,false,32449
445969843334819840,370,1197,3.235135,78,true,true,2769
445972110151024640,9,4,0.44444445,0,false,false,5086
445838228957171712,406,29502,72.66502,5,true,false,7472
445650914968223744,1439,1671,1.161223,104,false,false,46361
445853719553671168,697,1020,1.4634147,31,true,false,9005
445972024759181312,977,415,0.4247697,4,false,false,4899
445664907695230976,445,134,0.3011236,0,false,false,4223
445674118051299328,1776,3433,1.9329954,64,true,false,24408
446033837592551424,33,51,1.5454545,1,true,false,354
445883268203020288,147,73,0.49659863,0,false,false,64
446089082322448384,249,525,2.1084337,6,true,false,25868
446088140961644545,316,26,0.08227848,0,false,false,948
446291369129021441,405,1106,2.7308643,29,true,false,8077
446656887082463232,84,40,0.47619048,1,true,false,659
445879805565628416,1318,80531,61.10091,1246,true,true,14482
442704522175983618,630,174,0.2761905,1,true,false,4023
443002382985601024,1894,1404,0.7412883,0,false,false,16150
442545396582064129,67,18,0.26865673,0,false,false,784
442713089784295424,285,442,1.5508772,0,false,false,18573
443097297400778752,90,66,0.73333335,0,false,false,35
443034811846754305,530,582,1.0981132,1,true,false,7233
442574516162543616,431,713,1.6542923,0,false,false,13541
442537570304405504,67,117,1.7462686,3,false,false,10497
448804008380362752,627,687,1.0956938,0,false,false,19728
445833465154797568,350,87,0.24857143,0,false,false,2078
442350591616901120,310,5773,18.622581,18,true,false,23783
442487170243125248,48,48,1.0,0,false,false,3509
446854152530833408,92,53,0.57608694,0,false,false,8326
445749988539133952,1651,1895,1.1477892,9,false,false,18163
445782031469801472,324,453,1.3981482,0,false,false,35650
445860836180230144,376,5626,14.962766,5,false,false,17815
447573973652353024,542,659,1.2158672,1,false,false,10925
447897754371489792,275,371,1.3490909,0,true,false,12495
450427333124833280,50,304,6.08,0,false,false,16837
448280920911405056,71,79,1.112676,0,false,false,567
447912250276204544,1085,1474,1.3585254,1,true,false,77115
447916401630920704,1423,1350,0.94869995,3,false,false,43459
448222878354665472,1218,1286,1.0558293,3,true,false,5553
447480248452804608,655,146,0.22290076,3,false,false,11619
449369516561010688,357,391,1.0952381,0,false,false,1991
447932746472501249,730,399,0.54657537,0,false,false,21257
447460208411828225,380,425,1.1184211,0,false,false,8831
447860995411959808,874,852,0.97482836,2,true,false,79834
447899744837570560,61,74,1.2131147,0,false,false,4524
447213433935507456,67,72,1.0746269,0,false,false,7398
449019076401057792,67,55,0.8208955,0,true,false,2327
447902790262992896,189,103,0.54497355,0,false,false,2415
447541858835525632,349,463,1.3266475,0,false,false,20963
447207373489582080,545,530,0.9724771,0,false,false,18663
447488989537521665,460,110,0.23913044,0,false,false,531
447908371316736000,470,382,0.81276596,0,false,false,9425
444255628169859072,499,240,0.48096192,1,false,false,2537
448963933521465344,33,33,1.0,0,false,false,973
447552267202215936,184,210,1.1413044,1,false,false,24761
447205933224312833,502,3520,7.0119524,6,false,false,82164
447533576708702208,246,224,0.91056913,2,false,false,36688
447783072847917056,212,312,1.4716982,1,false,false,19399
448162777665126400,804,998,1.2412935,13,false,false,78658
448479964636016640,433,71,0.16397229,0,true,false,4395
449264861394898944,946,1205,1.2737844,6,false,false,35020
448304669497262080,723,384,0.53112036,3,false,false,21448
447797850999496704,173,158,0.9132948,0,false,false,7157
447877438958485504,573,409,0.7137871,1,false,false,10326
442604978683654144,115,131,1.1391305,2,false,false,28284
445222806389682178,16,1,0.0625,0,true,false,115
445237356460003328,332,432,1.3012048,0,false,false,4573
445134569264533504,890,3114,3.4988763,1,true,false,7976
445969877267120129,3,46,15.333333,1,false,false,12371
447546503125430272,606,310,0.51155114,0,false,false,25023
449034260364550145,313,385,1.230032,0,false,false,3291
442778637537132544,516,200,0.3875969,1,true,false,600
448509993398968320,996,787,0.79016066,13,true,false,233
447551702724771840,254,309,1.2165354,0,false,false,6176
444490350124466180,1131,186,0.16445623,4,true,false,3488
442875606980894720,4427,9461,2.137113,201,true,false,68343
442878117099470849,1915,1696,0.88563967,51,false,false,50842
442754552714895360,494,92,0.18623482,0,true,false,327
473251166311415808,197,25750,130.71066,952,true,false,154642
473676686949904385,161,1649,10.242236,39,true,false,8939
473556160084066304,2211,4511,2.0402532,44,true,false,8322
473360197076156416,293,183,0.62457335,6,true,false,2198
473280287443804160,3670,3926,1.0697547,84,true,false,20899
473475921648041984,682,3259,4.7785926,39,true,false,6630
473475129197207553,351,18098,51.561253,227,true,false,7761
473572005942673409,152,22,0.14473684,0,false,false,583
473517446738243584,144,66,0.45833334,0,false,false,490
473558540268109824,60,30,0.5,0,false,false,2756
473512620495212544,144,809,5.6180553,37,true,false,69716
473542222110273536,1940,7673,3.9551547,273,true,false,7512
473475687958204417,117,1422,12.153846,18,true,false,3141
473653086318510080,1350,922,0.68296295,42,false,false,13161
473768532015337472,932,20853,22.374464,107,false,false,12616
473659227542945792,404,423,1.0470297,11,true,false,17285
473547258265624577,135,268,1.9851851,2,true,false,1721
473485544807481344,353,2382,6.747875,11,false,false,8488
474308389556592641,95,196,2.0631578,0,false,false,16316
476036494574895104,38,37,0.9736842,1,false,false,3137
473504436837687296,88,10587,120.306816,43,true,false,14910
474219862848323584,54,81,1.5,0,true,false,311
473491829325697024,823,270,0.32806805,4,true,false,61
473607684403781632,105,114,1.0857143,0,true,false,1482
473252626692571136,1441,6387,4.4323387,387,true,true,116336
473252124118102016,8436,10483,1.2426505,431,true,false,32501
473427931063390208,1462,25558,17.481533,228,true,false,4862
473474550756569089,5874,147736,25.150835,1884,true,true,93455
473477348831272960,1976,1722,0.8714575,70,true,false,28166
473478254616387584,874,875,1.0011442,6,false,false,30661
473567964814643200,453,492,1.0860927,3,false,false,12090
473480100181471233,877,600,0.6841505,8,true,false,2894
473477746396778496,1410,796,0.564539,9,false,false,3315
473726419231449088,21,22,1.0476191,0,false,false,90
475322586789076992,1902,890,0.4679285,33,true,false,23102
